# ----------------------------------------
# Report CSV Export
# Account: Sport
# Property: sport.hu - GA4
# ----------------------------------------
#  
# Start date: 20231001
# End date: 20231031
Nth day,Users
"„Nem akartam az a magyar futballista lenni, aki fél év után hazamenekül” – interjú a Sturm Graz csatárával, Tóth Milánnal",149
Átmentette jó formáját az új szezonra a VfB Stuttgart,145
"„Örülök, hogy amióta az Ajka vezetőedzője vagyok, minden úgy történik, ahogyan akarom” – interjú az NB II bronzérmesének trénerével",144
Toszkána legszebb terén tartják a legőrültebb lovasversenyt,142
"„Csak akkor adomány, ha el is veszed” – 30 for 30: The Gospel According to Mac",141
Pisztolygolyóval a fejében védett a szarajevói kapus!,140
Szabolcsból Monacóba – Így vált az F1-es paddock a magyar újságíró második otthonává,139
"„Egyedül azt sajnálom, hogy mentálisan nem jutottam el előbb arra szintre, ahol most, huszonkilenc évesen tartok” – interjú Sós Bencével",138
A Detroit Lionsé az NFL legjobb koordinátorpárosa,137
Állványozómunkásból lett NFL-játékos a Saints 30 éves újonca,133
"„Vállalni kell a pályán a felelősséget, ha nem mered, menj el dolgozni egy áruházba” – interjú Matija Ljujiccsal",131
"Aranyláz helyett türelem, ásás helyett építkezés: így kerültek felszínre a denveri aranyrögök",127
Kiteregette a szennyest az óriási botrányba keveredett spanyol elnök nagybátyja,127
Dráma a köbön a német harmadosztályban,124
Michael Jordan 60 éves – a legnagyobb motivációs szövegek az akarat bajnokától,122
"Fazekas Gergő: „Választhattam volna azt is, hogy megelégszem az NB I-gyel”",120
Mbappétól Vardyig a nikotinos tömésben hisznek a futballisták,120
"Néhány hét alatt ismét válságba került a Manchester United, de ki a felelős ezért?",119
"A zalaegerszegi hős, akiből civil lett – portré Koplárovics Béláról",118
Az egyetemi futball Hollywoodja – 30 for 30: Trojan War,116
Dwayne Haskins tragédiájának körülményei továbbra is tisztázatlanok,116
Menekülés a halál torkából – Sergio Rico csodával határos felépülése,114
Roberto de Zerbi szakmai hitvallása,114
"Feljutott a magyar alapítású St. George, amelynek Puskás is feszített a mezében",112
"„A szülő azt hiszi, hogy a gyerek jár testnevelés órára, de ez nem igaz” – interjú Vezsenyi Lászlóval, a makói tesi tanárral",110
"„Nem élem meg negatívan, hogy az NB I-ben futballozom, és nem valamelyik nyugati bajnokságban” – interjú Szendrei Norberttel",108
Ők hagytak nyomot az NB I-ben az Eb-selejtezős ellenfeleink légiósai közül,107
"„A magyar játékosok nem nagyon kérdezősködnek” – interjú a Tromsö fiatal játékosával, Bogdán Hunorral",107
Miért vágyik mindenki ausztrál punterre?,105
"NFL-irányítók, akik az egyenlők közt is egyenlőbbek",105
Drazsics a Mezőkövesd egyetlen fegyvere a gólszerzésre,104
Ha egy szerb és egy horvát összefog... – Ivanisevicnek napi szintű kihívás Djokovics felkészítése,104
Az antihőstől a cselkirályig: angolok a Real Madridban Bellingham előtt,100
Bosszút akart állni a neki üzengető trollon egy futballistából lett bokszoló,100
Egy lépéssel a világ előtt: az AZ Alkmaar és az idegtudomány,100
"Innováció a futballban, avagy a legújabb, mesterséges intelligencián alapuló xG-modell",97
Sétafoci: ahol a futást szabadrúgással büntetik,97
"A magyar labdarúgás számára is pozitív üzenet, ami Miskolcon zajlik – elemzés a DVTK-ról",96
Hatalmas lépés az Európa-bajnokság irányába – hét pontban a magyar válogatottról,95
Szögre akasztja cipőjét a rettegett olasz szabadrúgáslövő,95
Fenyegetheti-e a Ben Yedder-banda a PSG uralmát?,94
"Egykor nemzeti hős, ma üldözött – Hakan Sükür portré",93
A magyar edzők az észak-koreai foci fejlődésére is nagy hatással voltak,92
Az FC Barcelona történetének legsikeresebb szezonjai,92
"Az Iron Maiden megkérte Slaven Bilicet, hogy gitározzon a bandában az egyik koncerten",92
Szoboszlai Dominik és a többiek – hét pontban a magyar válogatottról,92
Egy év múlva ilyenkor az olimpia hazatér Párizsba,90
Végeláthatatlan lyoni kálvária,90
